electrode,theta_mean,theta_std,interpolated,participant_id,condition,task,n_epochs_used,n_bad_channels
P5,0.2211288408861148,0.0872550122588566,False,sub-02,SD,eyesclosed,75,0
P7,0.22206297617531356,0.08865690466336136,False,sub-02,SD,eyesclosed,75,0
PO3,0.22596849948741016,0.09275923248891116,False,sub-02,SD,eyesclosed,75,0
PO7,0.22447713345991901,0.08912064364432055,False,sub-02,SD,eyesclosed,75,0
Oz,0.21689427838448272,0.08459750072399783,False,sub-02,SD,eyesclosed,75,0
O1,0.21699209164902356,0.08779732995330386,False,sub-02,SD,eyesclosed,75,0
Fpz,0.19377092109442348,0.08294157410232879,False,sub-02,SD,eyesclosed,75,0
Fp2,0.187587163219729,0.07577128040676773,False,sub-02,SD,eyesclosed,75,0
AF4,0.1906081266755868,0.08253279238536766,False,sub-02,SD,eyesclosed,75,0
AF8,0.18466906415510287,0.07682205587836785,False,sub-02,SD,eyesclosed,75,0
F2,0.19896277464996856,0.08798765011903925,False,sub-02,SD,eyesclosed,75,0
F4,0.19539484642547586,0.07738013645243819,False,sub-02,SD,eyesclosed,75,0
F6,0.19377364588959048,0.07855088142007462,False,sub-02,SD,eyesclosed,75,0
F8,0.20012099579824286,0.08135811016029211,False,sub-02,SD,eyesclosed,75,0
FC2,0.16087878099559755,0.07533299089008647,False,sub-02,SD,eyesclosed,75,0
FC4,0.19021507298949022,0.07358900933501053,False,sub-02,SD,eyesclosed,75,0
FC6,0.19098838989522957,0.07061644434538843,False,sub-02,SD,eyesclosed,75,0
FT8,0.19564114347861916,0.06898007150065649,False,sub-02,SD,eyesclosed,75,0
C2,0.16722113405153347,0.08276646407313881,False,sub-02,SD,eyesclosed,75,0
C4,0.182038266526977,0.08163371229213282,False,sub-02,SD,eyesclosed,75,0
C6,0.18810211609040445,0.07124904981973813,False,sub-02,SD,eyesclosed,75,0
T8,0.19637781861084683,0.07076951470136432,False,sub-02,SD,eyesclosed,75,0
CPz,0.2007059223357557,0.08325843019202857,False,sub-02,SD,eyesclosed,75,0
CP2,0.19030963532591802,0.08239315555210223,False,sub-02,SD,eyesclosed,75,0
CP4,0.19430685759446614,0.08211328691990652,False,sub-02,SD,eyesclosed,75,0
CP6,0.18902454082120626,0.07044952525623126,False,sub-02,SD,eyesclosed,75,0
TP8,0.19971345522128708,0.07175582131373144,False,sub-02,SD,eyesclosed,75,0
TP10,0.19588120165977219,0.07011297142759657,False,sub-02,SD,eyesclosed,75,0
P2,0.21033567259285246,0.08469439987372442,False,sub-02,SD,eyesclosed,75,0
P4,0.20555241369551802,0.08394373265194383,False,sub-02,SD,eyesclosed,75,0
P6,0.21160031084343064,0.08569761020639576,False,sub-02,SD,eyesclosed,75,0
P8,0.2098541280848342,0.0774209895198653,False,sub-02,SD,eyesclosed,75,0
POz,0.23316467523805443,0.09064589245907938,False,sub-02,SD,eyesclosed,75,0
PO4,0.23269662297380317,0.09374553985789053,False,sub-02,SD,eyesclosed,75,0
PO8,0.2169515996485642,0.08177469493259314,False,sub-02,SD,eyesclosed,75,0
O2,0.21013342333632565,0.08048580286488408,False,sub-02,SD,eyesclosed,75,0
Fp1,0.14413626340928182,0.0792850691956167,True,sub-02,SD,eyesopen,75,1
AF3,0.14456310371800388,0.07181218782884946,False,sub-02,SD,eyesopen,75,1
AF7,0.14587723364833874,0.07321342044637312,False,sub-02,SD,eyesopen,75,1
Fz,0.1571862707525309,0.07766007390613795,False,sub-02,SD,eyesopen,75,1
F1,0.15630155655397496,0.07183773813459018,False,sub-02,SD,eyesopen,75,1
F3,0.14639810359666158,0.06901151267330782,False,sub-02,SD,eyesopen,75,1
F5,0.16234914224705713,0.06888516712364934,False,sub-02,SD,eyesopen,75,1
F7,0.16833623351162358,0.06977464146777429,False,sub-02,SD,eyesopen,75,1
FC1,0.15962500535969787,0.0562719186108923,False,sub-02,SD,eyesopen,75,1
FC3,0.1755454957092623,0.06306686141757317,False,sub-02,SD,eyesopen,75,1
FC5,0.18533149589359735,0.06768483924650952,False,sub-02,SD,eyesopen,75,1
FT7,0.19172339653639964,0.08278395337758421,False,sub-02,SD,eyesopen,75,1
Cz,0.15379064186779065,0.07175155944699065,False,sub-02,SD,eyesopen,75,1
C1,0.13157653155574064,0.05904142125143776,False,sub-02,SD,eyesopen,75,1
C3,0.13359939190492026,0.059571043168602685,False,sub-02,SD,eyesopen,75,1
C5,0.15044305288262252,0.06368346241580929,False,sub-02,SD,eyesopen,75,1
T7,0.1586929344069473,0.06616573872878387,False,sub-02,SD,eyesopen,75,1
CP1,0.1177091877805012,0.05470561511768551,False,sub-02,SD,eyesopen,75,1
CP3,0.12062166250253867,0.057605128077539564,False,sub-02,SD,eyesopen,75,1
CP5,0.13781997921258324,0.05825832385070131,False,sub-02,SD,eyesopen,75,1
TP7,0.14733212755278208,0.05757361113849305,False,sub-02,SD,eyesopen,75,1
TP9,0.15694628907392588,0.06903572420577793,False,sub-02,SD,eyesopen,75,1
Pz,0.11596219492824948,0.05874888239443933,False,sub-02,SD,eyesopen,75,1
P1,0.1126620467674043,0.05328860471732052,False,sub-02,SD,eyesopen,75,1
P3,0.11049784101342763,0.05373236308896573,False,sub-02,SD,eyesopen,75,1
P5,0.12018865815737396,0.053683843770253994,False,sub-02,SD,eyesopen,75,1
P7,0.12751568588941797,0.05656634014398025,False,sub-02,SD,eyesopen,75,1
PO3,0.09868088651603002,0.05318399895794465,False,sub-02,SD,eyesopen,75,1
PO7,0.11161767263941316,0.05783058873080694,False,sub-02,SD,eyesopen,75,1
Oz,0.11471887360537397,0.06078337080776484,False,sub-02,SD,eyesopen,75,1
O1,0.10926861219054192,0.05563983055199716,False,sub-02,SD,eyesopen,75,1
Fpz,0.14613315851371497,0.08382956839172459,False,sub-02,SD,eyesopen,75,1
Fp2,0.14340957380343688,0.0811551801502704,False,sub-02,SD,eyesopen,75,1
AF4,0.14641169987939173,0.0778856127557113,False,sub-02,SD,eyesopen,75,1
AF8,0.14340630148373984,0.07524587874292264,False,sub-02,SD,eyesopen,75,1
F2,0.1696813847050192,0.07649451668076664,False,sub-02,SD,eyesopen,75,1
F4,0.15963610249707336,0.07248965524519892,False,sub-02,SD,eyesopen,75,1
F6,0.15527652133960865,0.07225985867143486,False,sub-02,SD,eyesopen,75,1
F8,0.1584988292167339,0.06916708213549118,False,sub-02,SD,eyesopen,75,1
FC2,0.14235502011412227,0.05432680209021156,False,sub-02,SD,eyesopen,75,1
FC4,0.17044302503091624,0.06077123828488077,False,sub-02,SD,eyesopen,75,1
FC6,0.1676041764830253,0.06072712365192721,False,sub-02,SD,eyesopen,75,1
FT8,0.1757423027071709,0.07039023428000392,False,sub-02,SD,eyesopen,75,1
C2,0.11740408981154243,0.051090650041550986,False,sub-02,SD,eyesopen,75,1
C4,0.12687690465837448,0.055929099929109403,False,sub-02,SD,eyesopen,75,1
C6,0.14339639802807105,0.061751551184512136,False,sub-02,SD,eyesopen,75,1
T8,0.14978474616230542,0.06253792925967358,False,sub-02,SD,eyesopen,75,1
CPz,0.13006925366587252,0.061960453176468915,False,sub-02,SD,eyesopen,75,1
CP2,0.12161681203409408,0.05748505610304063,False,sub-02,SD,eyesopen,75,1
CP4,0.11715278471809358,0.0517842120918545,False,sub-02,SD,eyesopen,75,1
CP6,0.12805323603715307,0.0603582886954796,False,sub-02,SD,eyesopen,75,1
TP8,0.13534828974303217,0.05392666610802517,False,sub-02,SD,eyesopen,75,1
TP10,0.1459389785318414,0.06375923729268222,False,sub-02,SD,eyesopen,75,1
P2,0.11049709884280441,0.05679448844171561,False,sub-02,SD,eyesopen,75,1
P4,0.11091635667191488,0.056557718749804545,False,sub-02,SD,eyesopen,75,1
P6,0.11340293968485443,0.05422402992703175,False,sub-02,SD,eyesopen,75,1
P8,0.12004409321958749,0.056944121741109514,False,sub-02,SD,eyesopen,75,1
POz,0.10445361275773174,0.055796248743101344,False,sub-02,SD,eyesopen,75,1
PO4,0.09930729053664043,0.05761430426481146,False,sub-02,SD,eyesopen,75,1
PO8,0.10749958905568957,0.05472472841843994,False,sub-02,SD,eyesopen,75,1
O2,0.10891843663214175,0.05894695515939894,False,sub-02,SD,eyesopen,75,1
Fp1,0.18724290738435356,0.06874429093638935,False,sub-03,NS,eyesclosed,75,0
AF3,0.151582508419743,0.07165360720453792,False,sub-03,NS,eyesclosed,75,0
AF7,0.20060745311639389,0.07628968195427972,False,sub-03,NS,eyesclosed,75,0
Fz,0.21634896391466982,0.08350410688356201,False,sub-03,NS,eyesclosed,75,0
F1,0.2153699499725954,0.08434302053664451,False,sub-03,NS,eyesclosed,75,0
F3,0.17760986161786388,0.062445199532035485,False,sub-03,NS,eyesclosed,75,0
F5,0.1985062599768277,0.07370656931298815,False,sub-03,NS,eyesclosed,75,0
F7,0.21080802984890537,0.08128785802335489,False,sub-03,NS,eyesclosed,75,0
FC1,0.14336319301914485,0.052879474901400145,False,sub-03,NS,eyesclosed,75,0
FC3,0.18634396017720703,0.07206328566415258,False,sub-03,NS,eyesclosed,75,0
FC5,0.19866332968858827,0.07346246665339143,False,sub-03,NS,eyesclosed,75,0
FT7,0.16243739695266715,0.05639012141737458,False,sub-03,NS,eyesclosed,75,0
Cz,0.1769166534775633,0.06454388416226549,False,sub-03,NS,eyesclosed,75,0
C1,0.1651743054063103,0.07462188927870612,False,sub-03,NS,eyesclosed,75,0
C3,0.15844383768128487,0.06741309070255866,False,sub-03,NS,eyesclosed,75,0
C5,0.18172455878771873,0.0655040605822095,False,sub-03,NS,eyesclosed,75,0
T7,0.15567589640285795,0.058748514951645264,False,sub-03,NS,eyesclosed,75,0
CP1,0.13738096279539153,0.05737248479472692,False,sub-03,NS,eyesclosed,75,0
CP3,0.1457171390616517,0.0642513017698903,False,sub-03,NS,eyesclosed,75,0
CP5,0.1636285377480521,0.060473998543046636,False,sub-03,NS,eyesclosed,75,0
TP7,0.17038518066878935,0.06779694666036849,False,sub-03,NS,eyesclosed,75,0
TP9,0.2400028140105276,0.0833541486505579,False,sub-03,NS,eyesclosed,75,0
Pz,0.12056717228255598,0.05670756755800673,False,sub-03,NS,eyesclosed,75,0
P1,0.11768200321801804,0.05056003637314232,False,sub-03,NS,eyesclosed,75,0
P3,0.11905422852317336,0.05097078648389567,False,sub-03,NS,eyesclosed,75,0
P5,0.1185329812488884,0.05147989375946493,False,sub-03,NS,eyesclosed,75,0
P7,0.12247502257839883,0.050859282247767215,False,sub-03,NS,eyesclosed,75,0
PO3,0.08493340150450562,0.04061983854554363,False,sub-03,NS,eyesclosed,75,0
PO7,0.08609844126467486,0.039892495224129736,False,sub-03,NS,eyesclosed,75,0
Oz,0.07848659306608764,0.03890528937193592,False,sub-03,NS,eyesclosed,75,0
O1,0.07537667470671393,0.03529074884869213,False,sub-03,NS,eyesclosed,75,0
Fpz,0.21610874612203845,0.08103829082479001,False,sub-03,NS,eyesclosed,75,0
Fp2,0.20970047047995416,0.07757343918227297,False,sub-03,NS,eyesclosed,75,0
AF4,0.19281555866285313,0.07974853779693383,False,sub-03,NS,eyesclosed,75,0
AF8,0.19913657237726676,0.07620935339508433,False,sub-03,NS,eyesclosed,75,0
F2,0.19473997443840615,0.07370443560040851,False,sub-03,NS,eyesclosed,75,0
F4,0.21486620410865057,0.08094132031621362,False,sub-03,NS,eyesclosed,75,0
F6,0.18640436912982597,0.06739921885081772,False,sub-03,NS,eyesclosed,75,0
F8,0.19535515763881997,0.07310415010528075,False,sub-03,NS,eyesclosed,75,0
FC2,0.16840022296491458,0.05783479210018607,False,sub-03,NS,eyesclosed,75,0
FC4,0.18358756303708493,0.06798935029989304,False,sub-03,NS,eyesclosed,75,0
FC6,0.18585225480700324,0.0778437409432852,False,sub-03,NS,eyesclosed,75,0
FT8,0.1721679842548815,0.06624228522382937,False,sub-03,NS,eyesclosed,75,0
C2,0.15819613548946282,0.06250975126311936,False,sub-03,NS,eyesclosed,75,0
C4,0.1417631293917362,0.05648758856944637,False,sub-03,NS,eyesclosed,75,0
C6,0.15976808467033418,0.06588728998587594,False,sub-03,NS,eyesclosed,75,0
T8,0.14550171144269697,0.058776683586956396,False,sub-03,NS,eyesclosed,75,0
CPz,0.15183895618148938,0.06417235450419458,False,sub-03,NS,eyesclosed,75,0
CP2,0.14642882699443688,0.059952042757541145,False,sub-03,NS,eyesclosed,75,0
CP4,0.14023039852543898,0.05688755312847806,False,sub-03,NS,eyesclosed,75,0
CP6,0.13879533845257822,0.05341677682449525,False,sub-03,NS,eyesclosed,75,0
TP8,0.1350757409037275,0.05556018340437676,False,sub-03,NS,eyesclosed,75,0
TP10,0.2618230087658316,0.0898804572986535,False,sub-03,NS,eyesclosed,75,0
P2,0.12251163072289714,0.053716279477050884,False,sub-03,NS,eyesclosed,75,0
P4,0.095529999733812,0.039022630830363524,False,sub-03,NS,eyesclosed,75,0
P6,0.09531082950332918,0.03916492796808879,False,sub-03,NS,eyesclosed,75,0
P8,0.09501869226398994,0.038781153785477786,False,sub-03,NS,eyesclosed,75,0
POz,0.08767229164153613,0.0480218802108041,False,sub-03,NS,eyesclosed,75,0
PO4,0.07776673028364703,0.03824020134636142,False,sub-03,NS,eyesclosed,75,0
PO8,0.056233536749094155,0.02461230669791914,False,sub-03,NS,eyesclosed,75,0
O2,0.061576905684667005,0.028766992820192457,False,sub-03,NS,eyesclosed,75,0
Fp1,0.14513766859556454,0.06772782282966629,False,sub-03,NS,eyesopen,75,0
AF3,0.1673714327584113,0.07183311970265154,False,sub-03,NS,eyesopen,75,0
AF7,0.15933930702375687,0.06028620563039575,False,sub-03,NS,eyesopen,75,0
Fz,0.199966217978974,0.07753170684449275,False,sub-03,NS,eyesopen,75,0
F1,0.19749101843266817,0.07611773669116566,False,sub-03,NS,eyesopen,75,0
F3,0.17668162379395475,0.06267524888806637,False,sub-03,NS,eyesopen,75,0
F5,0.20071070810200187,0.0714122867041742,False,sub-03,NS,eyesopen,75,0
F7,0.177152448874501,0.07581828096300772,False,sub-03,NS,eyesopen,75,0
FC1,0.15164742438923073,0.057544570806640785,False,sub-03,NS,eyesopen,75,0
FC3,0.19710187896564538,0.07686953868454843,False,sub-03,NS,eyesopen,75,0
FC5,0.20059262358528943,0.07070374952178957,False,sub-03,NS,eyesopen,75,0
FT7,0.1614407573724726,0.06195811535618897,False,sub-03,NS,eyesopen,75,0
Cz,0.1861572486954371,0.06403930929736418,False,sub-03,NS,eyesopen,75,0
C1,0.20390800250730856,0.07822884114048097,False,sub-03,NS,eyesopen,75,0
C3,0.19596819310883265,0.08166314136428189,False,sub-03,NS,eyesopen,75,0
C5,0.1838417585663097,0.07462934286878965,False,sub-03,NS,eyesopen,75,0
T7,0.16252264294449034,0.07208236894680328,False,sub-03,NS,eyesopen,75,0
CP1,0.180128814044779,0.07507146290056187,False,sub-03,NS,eyesopen,75,0
CP3,0.1892578018884935,0.0733025604759087,False,sub-03,NS,eyesopen,75,0
CP5,0.20833391836285722,0.08343873937600675,False,sub-03,NS,eyesopen,75,0
TP7,0.19802514097070759,0.08430711602957741,False,sub-03,NS,eyesopen,75,0
TP9,0.18933216202608605,0.08217357836397027,False,sub-03,NS,eyesopen,75,0
Pz,0.16628136844226943,0.06965733866037903,False,sub-03,NS,eyesopen,75,0
P1,0.17066604248294573,0.07352660772316805,False,sub-03,NS,eyesopen,75,0
P3,0.16845510029220812,0.07194552920141747,False,sub-03,NS,eyesopen,75,0
P5,0.1750269412216575,0.07998792552267549,False,sub-03,NS,eyesopen,75,0
P7,0.18164846471016222,0.07464189203699963,False,sub-03,NS,eyesopen,75,0
PO3,0.14886569197972077,0.05985528501595668,False,sub-03,NS,eyesopen,75,0
PO7,0.16102607231108057,0.0642805300650457,False,sub-03,NS,eyesopen,75,0
Oz,0.16449695040543597,0.06654462018885794,False,sub-03,NS,eyesopen,75,0
O1,0.1547994051802688,0.05747654220042291,False,sub-03,NS,eyesopen,75,0
Fpz,0.16263237466728914,0.07819476525562527,False,sub-03,NS,eyesopen,75,0
Fp2,0.146666851381907,0.07182712215149535,False,sub-03,NS,eyesopen,75,0
AF4,0.1501760614252523,0.06730160642920252,False,sub-03,NS,eyesopen,75,0
AF8,0.15956138379961904,0.07981078725757375,False,sub-03,NS,eyesopen,75,0
F2,0.19961535142232353,0.06810037904046388,False,sub-03,NS,eyesopen,75,0
F4,0.1951000560711479,0.07159600915557829,False,sub-03,NS,eyesopen,75,0
F6,0.15503020057630826,0.06446107178752647,False,sub-03,NS,eyesopen,75,0
F8,0.16713528403260142,0.06799367304358044,False,sub-03,NS,eyesopen,75,0
FC2,0.17035475044277848,0.05660472249343707,False,sub-03,NS,eyesopen,75,0
FC4,0.2031422763241797,0.07892970025035512,False,sub-03,NS,eyesopen,75,0
FC6,0.18405329096168987,0.07404124805912128,False,sub-03,NS,eyesopen,75,0
FT8,0.17702917407244756,0.06940205454907875,False,sub-03,NS,eyesopen,75,0
C2,0.19627292564148027,0.06838965783912321,False,sub-03,NS,eyesopen,75,0
C4,0.1802893972925225,0.08036463665330283,False,sub-03,NS,eyesopen,75,0
C6,0.17717813258296516,0.06913496399732397,False,sub-03,NS,eyesopen,75,0
T8,0.1618371015555202,0.06560970524853882,False,sub-03,NS,eyesopen,75,0
CPz,0.18509923864033653,0.06746031005522546,False,sub-03,NS,eyesopen,75,0
CP2,0.19011729829709237,0.06772796977583159,False,sub-03,NS,eyesopen,75,0
CP4,0.19606487785377216,0.0776472333708794,False,sub-03,NS,eyesopen,75,0
CP6,0.1874752015508263,0.06858916464253957,False,sub-03,NS,eyesopen,75,0
TP8,0.17964128928178827,0.07292715684365499,False,sub-03,NS,eyesopen,75,0
TP10,0.20251257915548856,0.07850952733384908,False,sub-03,NS,eyesopen,75,0
P2,0.16848123770240575,0.06378096184722978,False,sub-03,NS,eyesopen,75,0
P4,0.18041132587056805,0.0708350277084268,False,sub-03,NS,eyesopen,75,0
P6,0.1800136953842278,0.07060562810646673,False,sub-03,NS,eyesopen,75,0
P8,0.1805116173993408,0.07055961753937781,False,sub-03,NS,eyesopen,75,0
POz,0.15210173700176052,0.06071468060530285,False,sub-03,NS,eyesopen,75,0
PO4,0.1596912809315706,0.06662852976986584,False,sub-03,NS,eyesopen,75,0
PO8,0.17153320363898827,0.06646266792491948,False,sub-03,NS,eyesopen,75,0
O2,0.16515027649404557,0.06378736880926215,False,sub-03,NS,eyesopen,75,0
Fp1,0.19046502884093472,0.12706875563506767,False,sub-03,SD,eyesopen,75,0
AF3,0.2061308337237418,0.12035906077136924,False,sub-03,SD,eyesopen,75,0
AF7,0.20715028855895984,0.11878272832988508,False,sub-03,SD,eyesopen,75,0
Fz,0.24177057665835627,0.11370902661110839,False,sub-03,SD,eyesopen,75,0
F1,0.23698939895535545,0.11112525806904051,False,sub-03,SD,eyesopen,75,0
F3,0.23094940213058024,0.10052729914096135,False,sub-03,SD,eyesopen,75,0
F5,0.23819985223867315,0.09664745992220955,False,sub-03,SD,eyesopen,75,0
F7,0.24374375841940235,0.0980212522516433,False,sub-03,SD,eyesopen,75,0
FC1,0.22052252582782045,0.09940637440998304,False,sub-03,SD,eyesopen,75,0
FC3,0.2379799921929217,0.09296525468901683,False,sub-03,SD,eyesopen,75,0
FC5,0.25415175965004716,0.09588707434561505,False,sub-03,SD,eyesopen,75,0
FT7,0.2533961268021319,0.09394654900491498,False,sub-03,SD,eyesopen,75,0
Cz,0.24734141722856592,0.11397946590842521,False,sub-03,SD,eyesopen,75,0
C1,0.1957641921092668,0.10404444706671483,False,sub-03,SD,eyesopen,75,0
C3,0.2023545242526543,0.10689695342236749,False,sub-03,SD,eyesopen,75,0
C5,0.23847104035361463,0.10379432426958193,False,sub-03,SD,eyesopen,75,0
T7,0.24834036952137878,0.09918870131768284,False,sub-03,SD,eyesopen,75,0
CP1,0.19252291606898225,0.10240678073837724,False,sub-03,SD,eyesopen,75,0
CP3,0.19525372726925194,0.10642360025724928,False,sub-03,SD,eyesopen,75,0
CP5,0.22479563806076105,0.1036271921642883,False,sub-03,SD,eyesopen,75,0
TP7,0.23978737756168547,0.09643716608453726,False,sub-03,SD,eyesopen,75,0
TP9,0.21088538283086153,0.08966493377411142,False,sub-03,SD,eyesopen,75,0
Pz,0.20896968748225647,0.09721352392251069,False,sub-03,SD,eyesopen,75,0
P1,0.19708907137236603,0.09914648783692316,False,sub-03,SD,eyesopen,75,0
P3,0.2000422910276381,0.10130275702717269,False,sub-03,SD,eyesopen,75,0
P5,0.21065618803936934,0.09968311322514539,False,sub-03,SD,eyesopen,75,0
P7,0.22307700936679314,0.0954812308066822,False,sub-03,SD,eyesopen,75,0
PO3,0.20125875252541264,0.09840134480399086,False,sub-03,SD,eyesopen,75,0
PO7,0.20844805029963745,0.09257097795481803,False,sub-03,SD,eyesopen,75,0
Oz,0.21538461614002102,0.10030825000620816,False,sub-03,SD,eyesopen,75,0
O1,0.2111285313526918,0.10068547379419872,False,sub-03,SD,eyesopen,75,0
Fpz,0.19324924663636162,0.12746783607039205,False,sub-03,SD,eyesopen,75,0
Fp2,0.18343727181963718,0.12328338783131243,False,sub-03,SD,eyesopen,75,0
AF4,0.2102534707017846,0.11615421321705886,False,sub-03,SD,eyesopen,75,0
AF8,0.20827821456679943,0.11740318449900446,False,sub-03,SD,eyesopen,75,0
F2,0.23236365963642774,0.1028519778223718,False,sub-03,SD,eyesopen,75,0
F4,0.22815445441321544,0.10608874552071439,False,sub-03,SD,eyesopen,75,0
F6,0.2371006857132637,0.1048114681164871,False,sub-03,SD,eyesopen,75,0
F8,0.25175790139991555,0.10621271461914415,False,sub-03,SD,eyesopen,75,0
FC2,0.21005018689095792,0.09320859151698269,False,sub-03,SD,eyesopen,75,0
FC4,0.22502251300958367,0.10156854925384969,False,sub-03,SD,eyesopen,75,0
FC6,0.25913445450661726,0.10650548696022973,False,sub-03,SD,eyesopen,75,0
FT8,0.2640916208729107,0.09490032095064266,False,sub-03,SD,eyesopen,75,0
C2,0.23757999540775884,0.10464114265766651,False,sub-03,SD,eyesopen,75,0
C4,0.22103870401604722,0.09860945023692003,False,sub-03,SD,eyesopen,75,0
C6,0.24987109536771285,0.09409257947649115,False,sub-03,SD,eyesopen,75,0
T8,0.21249184366221294,0.08088868562506912,False,sub-03,SD,eyesopen,75,0
CPz,0.21669060413963184,0.09640410378599613,False,sub-03,SD,eyesopen,75,0
CP2,0.22408621664558911,0.09196921398933396,False,sub-03,SD,eyesopen,75,0
CP4,0.2243045357238491,0.09138457130504034,False,sub-03,SD,eyesopen,75,0
CP6,0.2452748730539593,0.09125870260258168,False,sub-03,SD,eyesopen,75,0
TP8,0.25343329782352586,0.09174045322830102,False,sub-03,SD,eyesopen,75,0
TP10,0.25256118159887353,0.09378651168492344,False,sub-03,SD,eyesopen,75,0
P2,0.21446717800158804,0.09279401452691022,False,sub-03,SD,eyesopen,75,0
P4,0.22363812415081366,0.0896822867799048,False,sub-03,SD,eyesopen,75,0
P6,0.22915983965431225,0.08622753777379845,False,sub-03,SD,eyesopen,75,0
P8,0.23653252741614794,0.09207717346784086,False,sub-03,SD,eyesopen,75,0
