electrode,theta_mean,theta_std,interpolated,participant_id,condition,task,n_epochs_used,n_bad_channels
C3,0.1080361065358016,0.048434058292783966,False,sub-07,NS,eyesopen,75,0
C5,0.1336780108205013,0.05594204108682122,False,sub-07,NS,eyesopen,75,0
T7,0.0973157065486741,0.049303594645932904,False,sub-07,NS,eyesopen,75,0
CP1,0.10607335370052391,0.047266406513661464,False,sub-07,NS,eyesopen,75,0
CP3,0.10799243804819056,0.05166045203270585,False,sub-07,NS,eyesopen,75,0
CP5,0.12163445276289922,0.05330827677736573,False,sub-07,NS,eyesopen,75,0
TP7,0.12444679125499393,0.052650100195442036,False,sub-07,NS,eyesopen,75,0
TP9,0.12424806484723433,0.052459416531140064,False,sub-07,NS,eyesopen,75,0
Pz,0.11054642057876765,0.05271391419697609,False,sub-07,NS,eyesopen,75,0
P1,0.09604477401633536,0.050721115521796964,False,sub-07,NS,eyesopen,75,0
P3,0.09196153692861406,0.05524797792108775,False,sub-07,NS,eyesopen,75,0
P5,0.10172630459701235,0.05449575637740097,False,sub-07,NS,eyesopen,75,0
P7,0.118808482724424,0.050701026684584094,False,sub-07,NS,eyesopen,75,0
PO3,0.09643617623590155,0.05806652569844505,False,sub-07,NS,eyesopen,75,0
PO7,0.11381581270867452,0.05261155866059022,False,sub-07,NS,eyesopen,75,0
Oz,0.12121235498955216,0.056547038969175865,False,sub-07,NS,eyesopen,75,0
O1,0.11884986353274538,0.05806523232901035,False,sub-07,NS,eyesopen,75,0
Fpz,0.12567736856754175,0.055216795811275816,False,sub-07,NS,eyesopen,75,0
Fp2,0.12144798687408406,0.05341412056400893,False,sub-07,NS,eyesopen,75,0
AF4,0.14358918741018517,0.06345858232759358,False,sub-07,NS,eyesopen,75,0
AF8,0.13196761079706368,0.054830317326782056,False,sub-07,NS,eyesopen,75,0
F2,0.16104691942358226,0.06385443670431934,False,sub-07,NS,eyesopen,75,0
F4,0.16156001484365964,0.06572475006176673,False,sub-07,NS,eyesopen,75,0
F6,0.1580115852016915,0.06538891758086228,False,sub-07,NS,eyesopen,75,0
F8,0.15165628811727994,0.06815397563846917,False,sub-07,NS,eyesopen,75,0
FC2,0.13123576666295309,0.07084653485623824,False,sub-07,NS,eyesopen,75,0
FC4,0.15003744320647067,0.07459377422030035,False,sub-07,NS,eyesopen,75,0
FC6,0.16815098427553563,0.0697176314860584,False,sub-07,NS,eyesopen,75,0
FT8,0.162453199951071,0.06875195474747031,False,sub-07,NS,eyesopen,75,0
C2,0.09753573537344802,0.05030149185039199,False,sub-07,NS,eyesopen,75,0
C4,0.12246826609912889,0.05465638087502606,False,sub-07,NS,eyesopen,75,0
C6,0.14256930265845813,0.057789382283530054,False,sub-07,NS,eyesopen,75,0
T8,0.14814966180843145,0.0584233393137055,False,sub-07,NS,eyesopen,75,0
CPz,0.11184719869936285,0.04567442074269603,False,sub-07,NS,eyesopen,75,0
CP2,0.09415145992460898,0.04209973835571545,False,sub-07,NS,eyesopen,75,0
CP4,0.10808277564484389,0.04696238729588756,False,sub-07,NS,eyesopen,75,0
CP6,0.13033827246864194,0.05208945245562661,False,sub-07,NS,eyesopen,75,0
TP8,0.1344298077668656,0.052804265382916396,False,sub-07,NS,eyesopen,75,0
TP10,0.12829033668533635,0.05020985121937247,False,sub-07,NS,eyesopen,75,0
P2,0.09650667070250885,0.04958271644805371,False,sub-07,NS,eyesopen,75,0
P4,0.09424628234389806,0.050237068753739976,False,sub-07,NS,eyesopen,75,0
P6,0.11139253682121475,0.04713870770067057,False,sub-07,NS,eyesopen,75,0
P8,0.12015494734201539,0.04707904050136892,False,sub-07,NS,eyesopen,75,0
POz,0.10860387395200789,0.056225277679114234,False,sub-07,NS,eyesopen,75,0
PO4,0.10172846652685927,0.05289878723878648,False,sub-07,NS,eyesopen,75,0
PO8,0.1222713219124539,0.0538303940192221,False,sub-07,NS,eyesopen,75,0
O2,0.11396774309886532,0.05064411715425961,False,sub-07,NS,eyesopen,75,0
Fp1,0.2702272206092538,0.1456016557527989,False,sub-07,SD,eyesclosed,75,1
AF3,0.25971300771456624,0.13655776930748129,False,sub-07,SD,eyesclosed,75,1
AF7,0.27087059613743425,0.13702534219848392,False,sub-07,SD,eyesclosed,75,1
Fz,0.2601909962888292,0.1271364855889864,False,sub-07,SD,eyesclosed,75,1
F1,0.28975648238365825,0.12792978596260965,False,sub-07,SD,eyesclosed,75,1
F3,0.27982994923559895,0.12422523050721018,False,sub-07,SD,eyesclosed,75,1
F5,0.2708971822011149,0.12609922198334328,False,sub-07,SD,eyesclosed,75,1
F7,0.2665345128280162,0.11885876904049637,False,sub-07,SD,eyesclosed,75,1
FC1,0.25239902675591724,0.10989340474620668,True,sub-07,SD,eyesclosed,75,1
FC3,0.2551548905225347,0.11463461720323044,False,sub-07,SD,eyesclosed,75,1
FC5,0.26035711197532563,0.11355607907085025,False,sub-07,SD,eyesclosed,75,1
FT7,0.26662100367806624,0.11501667168279607,False,sub-07,SD,eyesclosed,75,1
Cz,0.2526085068291108,0.09548416027593633,False,sub-07,SD,eyesclosed,75,1
C1,0.2591572709399662,0.10606770992532456,False,sub-07,SD,eyesclosed,75,1
C3,0.26961689684048507,0.10876825351861526,False,sub-07,SD,eyesclosed,75,1
C5,0.14836778689265018,0.09214585464532729,False,sub-07,SD,eyesclosed,75,1
T7,0.2861249715531036,0.10676190098923564,False,sub-07,SD,eyesclosed,75,1
CP1,0.2776912850549526,0.10745671405288729,False,sub-07,SD,eyesclosed,75,1
CP3,0.2721584900667505,0.1090024902623796,False,sub-07,SD,eyesclosed,75,1
CP5,0.27468770522513686,0.11207022084739755,False,sub-07,SD,eyesclosed,75,1
TP7,0.2731263552465207,0.11361408122463657,False,sub-07,SD,eyesclosed,75,1
TP9,0.2487430018268632,0.1093964086946226,False,sub-07,SD,eyesclosed,75,1
Pz,0.28488705113183854,0.11928234088229181,False,sub-07,SD,eyesclosed,75,1
P1,0.2707217670725812,0.11534764304767654,False,sub-07,SD,eyesclosed,75,1
P3,0.27166966485592864,0.11634877447158128,False,sub-07,SD,eyesclosed,75,1
P5,0.2632507880679686,0.11189389989164415,False,sub-07,SD,eyesclosed,75,1
P7,0.30388679097283733,0.13485492278790226,False,sub-07,SD,eyesclosed,75,1
PO3,0.27619930267242243,0.12482590040335818,False,sub-07,SD,eyesclosed,75,1
PO7,0.2659896587149105,0.11834368432929898,False,sub-07,SD,eyesclosed,75,1
Oz,0.26608990754415796,0.11853157623452747,False,sub-07,SD,eyesclosed,75,1
O1,0.20799860541982368,0.1186479026532333,False,sub-07,SD,eyesclosed,75,1
Fpz,0.2641990104807821,0.13788472754609557,False,sub-07,SD,eyesclosed,75,1
Fp2,0.28078450683123196,0.13560004866964062,False,sub-07,SD,eyesclosed,75,1
AF4,0.2681708143849843,0.12856942607287758,False,sub-07,SD,eyesclosed,75,1
AF8,0.29199697962604965,0.14193953626660544,False,sub-07,SD,eyesclosed,75,1
F2,0.2991206372722842,0.14114179562248325,False,sub-07,SD,eyesclosed,75,1
F4,0.28364289166387874,0.13279386696975115,False,sub-07,SD,eyesclosed,75,1
F6,0.27650259011853334,0.13370104808422287,False,sub-07,SD,eyesclosed,75,1
F8,0.2779873585004304,0.13042522849241442,False,sub-07,SD,eyesclosed,75,1
FC2,0.27609432174829546,0.11383027637435729,False,sub-07,SD,eyesclosed,75,1
FC4,0.28496245648506235,0.1280033229823239,False,sub-07,SD,eyesclosed,75,1
FC6,0.2785574149930566,0.12848273186623776,False,sub-07,SD,eyesclosed,75,1
FT8,0.26950121226351903,0.12210716784620429,False,sub-07,SD,eyesclosed,75,1
C2,0.279379254182489,0.11326478143985509,False,sub-07,SD,eyesclosed,75,1
C4,0.2894226199155166,0.10910835719629086,False,sub-07,SD,eyesclosed,75,1
C6,0.2865390048640125,0.11759768540000913,False,sub-07,SD,eyesclosed,75,1
T8,0.28785792228793433,0.11732616682116544,False,sub-07,SD,eyesclosed,75,1
CPz,0.26026765517194145,0.11367348339795674,False,sub-07,SD,eyesclosed,75,1
CP2,0.28326569981067423,0.10475670085410832,False,sub-07,SD,eyesclosed,75,1
CP4,0.29222266779348566,0.12110176433465127,False,sub-07,SD,eyesclosed,75,1
CP6,0.2889340615635069,0.12249326947465525,False,sub-07,SD,eyesclosed,75,1
TP8,0.2846653441699466,0.11557295605745854,False,sub-07,SD,eyesclosed,75,1
TP10,0.25870899125857705,0.11310751613119506,False,sub-07,SD,eyesclosed,75,1
P2,0.30219713424394146,0.1306832580043429,False,sub-07,SD,eyesclosed,75,1
P4,0.28731858142969113,0.12432433762774374,False,sub-07,SD,eyesclosed,75,1
P6,0.2751033181699217,0.11957353332107382,False,sub-07,SD,eyesclosed,75,1
P8,0.28633795107390675,0.12919157273752416,False,sub-07,SD,eyesclosed,75,1
POz,0.28293108123059324,0.12264921933873006,False,sub-07,SD,eyesclosed,75,1
PO4,0.2848353048403003,0.12944008055557213,False,sub-07,SD,eyesclosed,75,1
PO8,0.2715183556711585,0.12163846264522164,False,sub-07,SD,eyesclosed,75,1
O2,0.282289031218449,0.13226512553409844,False,sub-07,SD,eyesclosed,75,1
Fp1,0.10350608455568885,0.09883285968023343,False,sub-07,SD,eyesopen,75,1
AF3,0.09093481131979715,0.08981231630567228,False,sub-07,SD,eyesopen,75,1
AF7,0.1367688838684077,0.09581837106120056,False,sub-07,SD,eyesopen,75,1
Fz,0.10285927564775878,0.0925622627017989,False,sub-07,SD,eyesopen,75,1
F1,0.19640535728527642,0.10359662503940767,False,sub-07,SD,eyesopen,75,1
F3,0.1861530893853544,0.09748174552513918,False,sub-07,SD,eyesopen,75,1
F5,0.15827323087378226,0.09217791327845319,False,sub-07,SD,eyesopen,75,1
F7,0.11844295389477284,0.09622045370649965,False,sub-07,SD,eyesopen,75,1
FC1,0.15205020166799527,0.07902284334635697,False,sub-07,SD,eyesopen,75,1
FC3,0.18164558132756664,0.09354857439298789,False,sub-07,SD,eyesopen,75,1
FC5,0.19178871050903382,0.08812181336164426,False,sub-07,SD,eyesopen,75,1
FT7,0.1475166163428509,0.09291815622838291,False,sub-07,SD,eyesopen,75,1
Cz,0.1424352924415399,0.07726173758339036,False,sub-07,SD,eyesopen,75,1
C1,0.16609468263775679,0.09850623145952025,False,sub-07,SD,eyesopen,75,1
C3,0.15616504290305142,0.09034902958415032,False,sub-07,SD,eyesopen,75,1
C5,0.08735889404464824,0.07425517500252649,False,sub-07,SD,eyesopen,75,1
T7,0.18230678202368442,0.08952839995582533,False,sub-07,SD,eyesopen,75,1
CP1,0.16902326406936288,0.09244126920438955,False,sub-07,SD,eyesopen,75,1
CP3,0.17216439505009587,0.09369747520199584,False,sub-07,SD,eyesopen,75,1
CP5,0.18804522724907946,0.09898018594501029,False,sub-07,SD,eyesopen,75,1
TP7,0.16447804704556235,0.09255016878959693,False,sub-07,SD,eyesopen,75,1
TP9,0.1891883295075181,0.0987794967206388,False,sub-07,SD,eyesopen,75,1
Pz,0.1753948359733949,0.10387212705140397,False,sub-07,SD,eyesopen,75,1
P1,0.17406475190617474,0.10384339988433479,False,sub-07,SD,eyesopen,75,1
P3,0.1929311401370366,0.10866492336181349,False,sub-07,SD,eyesopen,75,1
P5,0.1522529500153008,0.08955541847537306,False,sub-07,SD,eyesopen,75,1
P7,0.20146162362187173,0.12251329570012881,False,sub-07,SD,eyesopen,75,1
PO3,0.1832049710392797,0.11777053540396527,False,sub-07,SD,eyesopen,75,1
PO7,0.1964133621318725,0.10916869135065767,False,sub-07,SD,eyesopen,75,1
Oz,0.19584695349648382,0.10876661738369714,False,sub-07,SD,eyesopen,75,1
O1,0.19640315530727473,0.11244098991064379,True,sub-07,SD,eyesopen,75,1
Fpz,0.09171054190117993,0.0964302856377161,False,sub-07,SD,eyesopen,75,1
Fp2,0.13493334811786417,0.10610610115790998,False,sub-07,SD,eyesopen,75,1
AF4,0.11622358448224711,0.10036463730068847,False,sub-07,SD,eyesopen,75,1
AF8,0.20802226496360116,0.1057954337856975,False,sub-07,SD,eyesopen,75,1
F2,0.2083105156414884,0.10473359447822755,False,sub-07,SD,eyesopen,75,1
F4,0.17642588950818502,0.10552729040332134,False,sub-07,SD,eyesopen,75,1
F6,0.13137196157755804,0.0972806452892295,False,sub-07,SD,eyesopen,75,1
F8,0.16559332992713935,0.10117078331368712,False,sub-07,SD,eyesopen,75,1
FC2,0.1781621380049776,0.09663652976288216,False,sub-07,SD,eyesopen,75,1
FC4,0.19104530698828967,0.10987143019863826,False,sub-07,SD,eyesopen,75,1
FC6,0.16159337430209897,0.0962125109629094,False,sub-07,SD,eyesopen,75,1
FT8,0.15616089126727786,0.10104458395386041,False,sub-07,SD,eyesopen,75,1
C2,0.17312814524039366,0.08010155230431072,False,sub-07,SD,eyesopen,75,1
C4,0.1876476474005688,0.08926436089956687,False,sub-07,SD,eyesopen,75,1
C6,0.19089803697370825,0.10302891673322309,False,sub-07,SD,eyesopen,75,1
T8,0.1572466238388318,0.10008734979150599,False,sub-07,SD,eyesopen,75,1
CPz,0.1220341333372903,0.0968418750567698,False,sub-07,SD,eyesopen,75,1
CP2,0.18978320965834267,0.08699478103728171,False,sub-07,SD,eyesopen,75,1
CP4,0.19660981955276063,0.1058009087508349,False,sub-07,SD,eyesopen,75,1
CP6,0.187918200217061,0.10325231806085991,False,sub-07,SD,eyesopen,75,1
TP8,0.20227586824644475,0.10689375963650911,False,sub-07,SD,eyesopen,75,1
TP10,0.18288478462392674,0.1055036815055654,False,sub-07,SD,eyesopen,75,1
P2,0.19195845272069226,0.11215390939341091,False,sub-07,SD,eyesopen,75,1
P4,0.18510696774023305,0.10439461487099858,False,sub-07,SD,eyesopen,75,1
P6,0.17184789241923895,0.09817370877906854,False,sub-07,SD,eyesopen,75,1
P8,0.18400391288229342,0.10545275338273351,False,sub-07,SD,eyesopen,75,1
POz,0.19712913962671472,0.10276210372866118,False,sub-07,SD,eyesopen,75,1
PO4,0.18534529617316564,0.11198917956744178,False,sub-07,SD,eyesopen,75,1
PO8,0.19877149084635312,0.1090037803058025,False,sub-07,SD,eyesopen,75,1
O2,0.20062296384885708,0.11314660997359102,False,sub-07,SD,eyesopen,75,1
Fp1,0.20598844975063965,0.08042460919823129,False,sub-08,SD,eyesclosed,75,0
AF3,0.22133998785991793,0.08431952660309226,False,sub-08,SD,eyesclosed,75,0
AF7,0.18371696988203956,0.08134222325673883,False,sub-08,SD,eyesclosed,75,0
Fz,0.2424657362785508,0.08530298801187794,False,sub-08,SD,eyesclosed,75,0
F1,0.2511916738444358,0.08772039649038336,False,sub-08,SD,eyesclosed,75,0
F3,0.22492311004931143,0.07662534868392175,False,sub-08,SD,eyesclosed,75,0
F5,0.22798710879552697,0.08677424092658481,False,sub-08,SD,eyesclosed,75,0
F7,0.20040754669610059,0.0849456012070513,False,sub-08,SD,eyesclosed,75,0
FC1,0.2284149917356668,0.07589103001144837,False,sub-08,SD,eyesclosed,75,0
FC3,0.23108607276240245,0.08470842763928763,False,sub-08,SD,eyesclosed,75,0
FC5,0.22965273614608914,0.09063349693723158,False,sub-08,SD,eyesclosed,75,0
FT7,0.2282804236749045,0.09564594249404973,False,sub-08,SD,eyesclosed,75,0
Cz,0.2505480470765782,0.08529062681625293,False,sub-08,SD,eyesclosed,75,0
C1,0.25144731377230267,0.0985343660403554,False,sub-08,SD,eyesclosed,75,0
C3,0.25108670985944226,0.0942409454197117,False,sub-08,SD,eyesclosed,75,0
C5,0.23752679087375234,0.09440976495686809,False,sub-08,SD,eyesclosed,75,0
T7,0.2241198664844564,0.09142833630291401,False,sub-08,SD,eyesclosed,75,0
CP1,0.22576911521036302,0.08367506371650739,False,sub-08,SD,eyesclosed,75,0
CP3,0.2378756667308564,0.08566349580433934,False,sub-08,SD,eyesclosed,75,0
CP5,0.23191650447066484,0.09082349038938652,False,sub-08,SD,eyesclosed,75,0
TP7,0.21740664981412655,0.09361962683618241,False,sub-08,SD,eyesclosed,75,0
TP9,0.194157853776512,0.07761125728401914,False,sub-08,SD,eyesclosed,75,0
Pz,0.19617606286890027,0.0694910279834145,False,sub-08,SD,eyesclosed,75,0
P1,0.19742845002235426,0.07371074986034447,False,sub-08,SD,eyesclosed,75,0
P3,0.196523309791218,0.07065322469175572,False,sub-08,SD,eyesclosed,75,0
P5,0.1921951735627299,0.08143757251821007,False,sub-08,SD,eyesclosed,75,0
P7,0.19782659424222246,0.07838270052249471,False,sub-08,SD,eyesclosed,75,0
PO3,0.15982309369832637,0.06613632897648267,False,sub-08,SD,eyesclosed,75,0
PO7,0.16969541452512668,0.07183196447738767,False,sub-08,SD,eyesclosed,75,0
Oz,0.13602864986510335,0.07022520763894485,False,sub-08,SD,eyesclosed,75,0
O1,0.1435121946002018,0.06925000775566868,False,sub-08,SD,eyesclosed,75,0
Fpz,0.21178764223938965,0.08628249371745832,False,sub-08,SD,eyesclosed,75,0
Fp2,0.20276882911062682,0.0888334063703173,False,sub-08,SD,eyesclosed,75,0
AF4,0.2475161448399506,0.09187225313385922,False,sub-08,SD,eyesclosed,75,0
AF8,0.20496740336380603,0.10118686265785419,False,sub-08,SD,eyesclosed,75,0
F2,0.27099927993624157,0.09144499493452178,False,sub-08,SD,eyesclosed,75,0
F4,0.24893183496932061,0.09045866879356812,False,sub-08,SD,eyesclosed,75,0
F6,0.23967486596775217,0.09965204963242398,False,sub-08,SD,eyesclosed,75,0
F8,0.22897310936886867,0.1031823352409081,False,sub-08,SD,eyesclosed,75,0
FC2,0.2679386542056237,0.08139162346035117,False,sub-08,SD,eyesclosed,75,0
FC4,0.25223696154693065,0.08439747800591824,False,sub-08,SD,eyesclosed,75,0
FC6,0.23757490869917944,0.09165039823883298,False,sub-08,SD,eyesclosed,75,0
FT8,0.23552120057435186,0.09535549077490194,False,sub-08,SD,eyesclosed,75,0
C2,0.2476068595436611,0.08642438241052117,False,sub-08,SD,eyesclosed,75,0
C4,0.22981349194583592,0.08259583987195791,False,sub-08,SD,eyesclosed,75,0
C6,0.20891082243362652,0.08463217496248336,False,sub-08,SD,eyesclosed,75,0
T8,0.19953363654027623,0.09695428434324209,False,sub-08,SD,eyesclosed,75,0
CPz,0.23017316165475166,0.07734723293207516,False,sub-08,SD,eyesclosed,75,0
CP2,0.20309364080573686,0.07033346120722758,False,sub-08,SD,eyesclosed,75,0
CP4,0.18795446374424765,0.07963142430107906,False,sub-08,SD,eyesclosed,75,0
CP6,0.1822460972678521,0.07714391441804386,False,sub-08,SD,eyesclosed,75,0
TP8,0.18721539659027983,0.08562282295201744,False,sub-08,SD,eyesclosed,75,0
TP10,0.1841978910382663,0.07689889340129269,False,sub-08,SD,eyesclosed,75,0
P2,0.17308095344934163,0.071299599782043,False,sub-08,SD,eyesclosed,75,0
P4,0.13350272936073684,0.06666379680588883,False,sub-08,SD,eyesclosed,75,0
P6,0.12880845556575587,0.07346744142150419,False,sub-08,SD,eyesclosed,75,0
P8,0.15299312098158543,0.08182230939115848,False,sub-08,SD,eyesclosed,75,0
POz,0.14596739134712014,0.06920595104650638,False,sub-08,SD,eyesclosed,75,0
PO4,0.12738366261535647,0.07063506183293007,False,sub-08,SD,eyesclosed,75,0
PO8,0.13740190210980593,0.07616678286654258,False,sub-08,SD,eyesclosed,75,0
O2,0.13525738918794436,0.06982665837054526,False,sub-08,SD,eyesclosed,75,0
Fp1,0.1231958092416159,0.04402937508750687,False,sub-08,SD,eyesopen,75,0
AF3,0.12934926155547635,0.049200364570797656,False,sub-08,SD,eyesopen,75,0
AF7,0.10983773172054531,0.03563829830510175,False,sub-08,SD,eyesopen,75,0
Fz,0.15704867230562072,0.06107442952412735,False,sub-08,SD,eyesopen,75,0
F1,0.1608589871304607,0.06645229031123498,False,sub-08,SD,eyesopen,75,0
F3,0.14969609337408338,0.0537326086468885,False,sub-08,SD,eyesopen,75,0
F5,0.10591884043716096,0.03871294582106798,False,sub-08,SD,eyesopen,75,0
F7,0.1036122116763115,0.0346661543289,False,sub-08,SD,eyesopen,75,0
FC1,0.19387092370124873,0.08841644161869279,False,sub-08,SD,eyesopen,75,0
FC3,0.2011535616171389,0.06375768311429003,False,sub-08,SD,eyesopen,75,0
FC5,0.18672005814533021,0.06499465689143168,False,sub-08,SD,eyesopen,75,0
FT7,0.13015653317388107,0.04836234704651589,False,sub-08,SD,eyesopen,75,0
Cz,0.20165916653540933,0.09012273116894141,False,sub-08,SD,eyesopen,75,0
C1,0.20366950595240424,0.07608484094590191,False,sub-08,SD,eyesopen,75,0
C3,0.2275291470258386,0.08749219971818921,False,sub-08,SD,eyesopen,75,0
C5,0.23281605616102477,0.08527127495430183,False,sub-08,SD,eyesopen,75,0
T7,0.20859878570848148,0.0763510136913441,False,sub-08,SD,eyesopen,75,0
CP1,0.1997455115879191,0.08866532089327928,False,sub-08,SD,eyesopen,75,0
CP3,0.20721444140770584,0.08323403532868284,False,sub-08,SD,eyesopen,75,0
CP5,0.21254730794892643,0.08101820431614457,False,sub-08,SD,eyesopen,75,0
TP7,0.19268593779359916,0.07678381046075951,False,sub-08,SD,eyesopen,75,0
TP9,0.17513723873766002,0.0674849059555864,False,sub-08,SD,eyesopen,75,0
Pz,0.19166144238143643,0.07766546895319079,False,sub-08,SD,eyesopen,75,0
P1,0.1926817414019362,0.08623478388506851,False,sub-08,SD,eyesopen,75,0
P3,0.19649263759628435,0.07754704380696764,False,sub-08,SD,eyesopen,75,0
P5,0.1941976657843982,0.0719555992632342,False,sub-08,SD,eyesopen,75,0
P7,0.20859677527376752,0.08086081650851155,False,sub-08,SD,eyesopen,75,0
PO3,0.19018432065142254,0.07641414004807867,False,sub-08,SD,eyesopen,75,0
PO7,0.1973837618116325,0.07575884670505413,False,sub-08,SD,eyesopen,75,0
Oz,0.19760457466411976,0.08144257271938687,False,sub-08,SD,eyesopen,75,0
O1,0.1929222424474962,0.0792007448944431,False,sub-08,SD,eyesopen,75,0
Fpz,0.12311398832579999,0.04738406699602287,False,sub-08,SD,eyesopen,75,0
Fp2,0.10205901635451278,0.0321055428605503,False,sub-08,SD,eyesopen,75,0
AF4,0.12195186885267349,0.04614141477998602,False,sub-08,SD,eyesopen,75,0
AF8,0.11126760345725692,0.044432679676169054,False,sub-08,SD,eyesopen,75,0
F2,0.16543211139103497,0.07503294265276461,False,sub-08,SD,eyesopen,75,0
F4,0.15537096864719854,0.06896850869606017,False,sub-08,SD,eyesopen,75,0
F6,0.14991795380534279,0.07035488090024694,False,sub-08,SD,eyesopen,75,0
F8,0.18356706575158063,0.07681106676744685,False,sub-08,SD,eyesopen,75,0
FC2,0.2589134432380681,0.08973092154182663,False,sub-08,SD,eyesopen,75,0
FC4,0.2507425337090789,0.08145637594287881,False,sub-08,SD,eyesopen,75,0
FC6,0.24404031151602118,0.07821399449265296,False,sub-08,SD,eyesopen,75,0
FT8,0.2418676796053884,0.08836124180517906,False,sub-08,SD,eyesopen,75,0
C2,0.22151798205790788,0.09220206121912557,False,sub-08,SD,eyesopen,75,0
C4,0.22880184609952883,0.09701231631069877,False,sub-08,SD,eyesopen,75,0
C6,0.23793410274763213,0.08845156177045614,False,sub-08,SD,eyesopen,75,0
T8,0.2400832324738245,0.08904192364317609,False,sub-08,SD,eyesopen,75,0
CPz,0.19390749028710874,0.08306058326764128,False,sub-08,SD,eyesopen,75,0
CP2,0.19873617501891727,0.08469973438230498,False,sub-08,SD,eyesopen,75,0
CP4,0.21243673958058365,0.07728920217991135,False,sub-08,SD,eyesopen,75,0
CP6,0.21910431947621434,0.08357341875422998,False,sub-08,SD,eyesopen,75,0
TP8,0.21893787951692967,0.0798968744082795,False,sub-08,SD,eyesopen,75,0
TP10,0.20604313766354534,0.07811013694803527,False,sub-08,SD,eyesopen,75,0
P2,0.1882470201191181,0.07337749433382922,False,sub-08,SD,eyesopen,75,0
P4,0.19178757748039216,0.0731324742961869,False,sub-08,SD,eyesopen,75,0
P6,0.2062534263437481,0.08093092907227498,False,sub-08,SD,eyesopen,75,0
P8,0.2155438206549419,0.08102039021467998,False,sub-08,SD,eyesopen,75,0
POz,0.19049350150337047,0.08285885599436676,False,sub-08,SD,eyesopen,75,0
PO4,0.1988452361803953,0.08410615139692222,False,sub-08,SD,eyesopen,75,0
PO8,0.20448476436808521,0.07829507024717626,False,sub-08,SD,eyesopen,75,0
O2,0.19929864616069504,0.08045641704449366,False,sub-08,SD,eyesopen,75,0
Fp1,0.10471267677209252,0.048486722485329474,False,sub-08,NS,eyesclosed,75,1
AF3,0.1672941241531401,0.062336983532191394,False,sub-08,NS,eyesclosed,75,1
AF7,0.10526789400120308,0.05161823011980973,False,sub-08,NS,eyesclosed,75,1
Fz,0.25460165351858177,0.1166615960878044,False,sub-08,NS,eyesclosed,75,1
F1,0.2234314343854797,0.08748403495469605,False,sub-08,NS,eyesclosed,75,1
F3,0.16080399737404497,0.07409275813726524,False,sub-08,NS,eyesclosed,75,1
F5,0.13113628535767244,0.07129148181486987,False,sub-08,NS,eyesclosed,75,1
F7,0.10908830880487831,0.06989183902104533,False,sub-08,NS,eyesclosed,75,1
FC1,0.24124467628161828,0.09512253967159377,False,sub-08,NS,eyesclosed,75,1
FC3,0.20279046326475003,0.0926954086466173,False,sub-08,NS,eyesclosed,75,1
FC5,0.22029953615484837,0.09728225886234673,False,sub-08,NS,eyesclosed,75,1
FT7,0.14069043953621913,0.0703643660367959,False,sub-08,NS,eyesclosed,75,1
Cz,0.2831888854192217,0.11511993845214967,False,sub-08,NS,eyesclosed,75,1
C1,0.2701254606112571,0.11400963441596072,False,sub-08,NS,eyesclosed,75,1
C3,0.27380920357106475,0.10575989146458398,False,sub-08,NS,eyesclosed,75,1
C5,0.2543138910286783,0.10895985801815307,False,sub-08,NS,eyesclosed,75,1
T7,0.16927680649973295,0.08025046053415467,False,sub-08,NS,eyesclosed,75,1
CP1,0.28351120428208837,0.12069898314541075,False,sub-08,NS,eyesclosed,75,1
CP3,0.2760637030848081,0.11121061344801822,False,sub-08,NS,eyesclosed,75,1
CP5,0.2554630811550966,0.10076066880244436,False,sub-08,NS,eyesclosed,75,1
TP7,0.22579065183332944,0.09205216518814476,False,sub-08,NS,eyesclosed,75,1
TP9,0.1247146645692406,0.05578978544994601,False,sub-08,NS,eyesclosed,75,1
Pz,0.2725887841273897,0.12532913233441453,False,sub-08,NS,eyesclosed,75,1
P1,0.26866541021209545,0.12270789327988398,False,sub-08,NS,eyesclosed,75,1
P3,0.2595851481763109,0.10943322273338657,False,sub-08,NS,eyesclosed,75,1
P5,0.26113729401551,0.10458042279612516,False,sub-08,NS,eyesclosed,75,1
P7,0.22967673821599813,0.09330694710901877,False,sub-08,NS,eyesclosed,75,1
PO3,0.24456797838476096,0.10637471438412444,False,sub-08,NS,eyesclosed,75,1
PO7,0.23854292275790243,0.09704975792343856,False,sub-08,NS,eyesclosed,75,1
Oz,0.23578514198479458,0.09406928444896784,False,sub-08,NS,eyesclosed,75,1
O1,0.23461068118933326,0.0932623284690749,False,sub-08,NS,eyesclosed,75,1
Fpz,0.13615991254923696,0.053851478477682624,False,sub-08,NS,eyesclosed,75,1
Fp2,0.12184356881960824,0.05342803687773311,True,sub-08,NS,eyesclosed,75,1
AF4,0.16850354516738608,0.07350590599596707,False,sub-08,NS,eyesclosed,75,1
AF8,0.11097703282954609,0.054141461997954776,False,sub-08,NS,eyesclosed,75,1
F2,0.23267040537434497,0.10162298873365197,False,sub-08,NS,eyesclosed,75,1
F4,0.20770826366750886,0.09491895084499999,False,sub-08,NS,eyesclosed,75,1
F6,0.1620653183479477,0.08138122682387902,False,sub-08,NS,eyesclosed,75,1
F8,0.20053874707381752,0.08688837100878838,False,sub-08,NS,eyesclosed,75,1
FC2,0.2772681307154387,0.09960540515632421,False,sub-08,NS,eyesclosed,75,1
